city,country,quality_of_life_index,safety_index,healthcare_index,climate_index,purchasing_power_index,cost_of_living_index,traffic_commute_index,pollution_index,green_space_index,walkability_index,accessibility_index,comfort_index,latitude,longitude,public_space_quality
Bangkok,Thailand,49.5,64.37,48.19,78.1,116.52,63.9,42.84,85.26,22.34,36.04,76.63,79.37,26.17609,-30.03258,Moderate
Dubai,UAE,60.37,48.27,56.81,49.84,25.98,60.53,23.0,13.82,92.51,37.18,91.31,87.59,50.96816,-8.25779,Good
London,UK,69.39,94.26,88.22,73.44,93.02,35.62,70.66,38.18,59.49,78.25,64.31,77.39,44.34624,12.65498,Good
Vancouver,Canada,50.09,91.64,94.8,75.0,92.09,73.76,67.06,78.53,42.75,26.11,65.1,90.31,40.12409,42.47771,Moderate
Lahore,Pakistan,49.78,37.37,60.26,44.76,84.16,39.81,57.46,41.68,47.19,64.05,59.97,51.62,35.13368,87.18359,Moderate
Copenhagen,Denmark,63.69,77.33,64.67,68.91,119.06,52.37,21.37,25.93,24.98,51.56,51.18,62.71,42.08635,-5.19292,Good
Melbourne,Australia,61.84,90.51,79.71,81.3,54.63,58.52,61.55,43.98,94.2,60.46,60.92,30.92,36.19247,91.63245,Good
Karachi,Pakistan,43.41,45.83,88.74,64.93,57.3,102.79,63.48,40.84,22.95,64.4,69.18,30.45,51.25243,16.43598,Moderate
Singapore,Singapore,44.66,69.08,72.62,35.73,32.5,108.79,61.07,83.23,69.12,46.94,94.09,45.61,43.58017,-35.30266,Moderate
London,UK,53.17,89.93,61.53,35.54,67.07,57.22,21.84,70.95,53.21,45.66,90.95,36.55,55.56652,49.35697,Moderate
Amsterdam,Netherlands,50.54,37.04,62.69,56.42,49.8,107.28,53.63,50.41,91.17,76.34,86.04,46.91,43.56758,65.1964,Moderate
Singapore,Singapore,51.88,76.85,78.26,90.57,57.62,107.15,65.06,89.07,38.45,85.99,87.79,41.51,32.57745,22.88298,Moderate
Doha,Qatar,44.43,52.84,40.18,48.72,104.28,98.82,49.64,47.22,59.91,38.48,60.41,31.85,54.63931,-109.99703,Moderate
Vienna,Austria,75.1,90.46,74.08,73.06,113.87,43.2,53.78,14.66,56.18,31.83,72.73,89.1,44.05989,-79.98104,Good
Barcelona,Spain,54.39,93.26,59.55,48.32,42.64,92.13,42.5,30.98,72.71,87.85,88.18,30.53,31.44628,-49.3961,Moderate
Tokyo,Japan,49.42,91.66,83.68,54.3,60.39,115.05,46.72,44.89,25.1,49.49,55.54,77.85,46.44628,-50.10421,Moderate
Dubai,UAE,52.17,63.45,45.11,85.88,113.22,91.43,17.06,22.55,34.53,63.59,92.51,39.89,36.8778,53.45651,Moderate
Tokyo,Japan,54.87,86.72,72.35,78.73,30.87,59.85,53.34,85.81,36.09,50.17,57.03,89.29,54.3986,-120.1376,Moderate
Chicago,USA,50.17,85.67,66.45,40.72,33.77,75.05,19.89,71.35,75.36,33.81,69.07,88.03,40.31879,75.25567,Moderate
Istanbul,Turkey,43.91,54.15,75.33,60.72,40.47,88.12,41.1,31.46,34.19,66.25,76.14,72.5,50.15189,-54.68424,Moderate
Lahore,Pakistan,59.3,84.73,43.57,36.75,81.55,75.95,32.56,57.26,63.01,61.76,91.79,73.7,27.4393,-42.84421,Moderate
Seoul,South Korea,39.9,37.22,71.9,63.85,39.29,40.8,47.73,67.72,36.14,39.21,45.9,30.35,38.25688,14.8961,Poor
Zurich,Switzerland,68.56,70.78,70.88,74.75,116.97,58.09,23.0,85.3,84.62,56.63,78.5,94.02,59.39669,-67.77972,Good
Zurich,Switzerland,53.8,48.8,70.84,42.11,67.44,102.22,56.5,80.53,90.66,80.79,63.85,87.06,53.10457,109.3849,Moderate
Lahore,Pakistan,48.48,42.23,73.19,52.33,72.64,107.53,62.7,51.22,58.89,66.33,47.46,88.18,29.75787,-102.37727,Moderate
Bangkok,Thailand,50.01,39.62,77.21,58.87,48.43,42.36,24.8,71.97,46.42,31.78,80.48,72.85,33.99951,-7.23867,Moderate
Istanbul,Turkey,51.45,76.78,84.27,90.17,69.74,115.71,21.26,54.97,37.55,63.36,65.89,52.41,35.87337,100.0969,Moderate
Bangkok,Thailand,54.88,55.39,54.84,94.6,87.88,59.59,23.73,54.22,23.73,74.19,72.96,88.09,47.41316,38.19863,Moderate
Bangkok,Thailand,52.51,78.49,85.38,37.69,96.36,89.61,67.63,19.18,40.14,80.49,50.99,48.95,51.25181,-47.53268,Moderate
Sydney,Australia,51.76,38.92,67.4,80.66,96.62,97.66,46.69,20.09,69.07,69.04,61.28,66.58,50.98296,-13.49854,Moderate
Doha,Qatar,40.11,53.92,44.24,57.3,79.9,103.08,43.04,52.36,60.02,35.69,70.13,36.48,42.35547,62.27401,Moderate
Vancouver,Canada,67.96,67.37,43.22,58.55,110.91,115.12,21.4,31.51,90.8,74.71,56.32,89.93,53.18954,132.9141,Good
Paris,France,60.23,82.44,58.38,80.26,102.65,58.16,53.97,11.68,49.72,72.41,42.89,39.15,39.73481,111.68176,Good
Seoul,South Korea,54.12,54.13,83.17,90.11,96.92,107.27,67.08,67.83,72.04,26.71,92.51,44.62,28.4597,-34.25531,Moderate
Bangkok,Thailand,58.11,72.55,78.92,92.06,30.28,41.85,64.69,12.6,56.7,53.82,63.25,66.28,44.31991,139.52244,Moderate
New York,USA,57.21,88.16,83.37,69.63,25.65,93.45,52.56,57.62,58.44,48.31,77.7,79.67,58.28285,-124.07126,Moderate
Berlin,Germany,46.97,71.95,68.45,56.43,45.18,96.78,19.52,53.14,40.08,71.86,56.72,70.26,52.54777,-117.67811,Moderate
Vienna,Austria,41.8,48.98,64.21,82.25,88.03,91.0,21.74,87.51,54.12,40.13,53.08,45.09,44.83322,93.31774,Moderate
Barcelona,Spain,42.92,36.46,48.11,50.06,64.06,52.71,17.96,48.74,55.31,66.36,56.47,30.06,47.285,-72.14239,Moderate
Kuala Lumpur,Malaysia,66.58,87.21,58.05,68.84,63.23,108.57,30.45,15.09,73.0,88.92,56.6,79.21,57.50023,-108.89614,Good
Chicago,USA,64.06,36.28,63.87,56.51,109.04,45.2,23.14,54.14,90.55,80.85,65.37,94.04,39.42034,-62.15576,Good
Chicago,USA,61.35,87.48,44.87,74.4,110.08,34.83,30.6,77.29,44.7,89.5,65.33,82.64,35.93019,-12.08346,Good
Berlin,Germany,45.45,66.74,52.13,49.42,111.37,94.57,38.1,89.75,23.17,93.5,62.31,59.91,59.1807,68.60006,Moderate
London,UK,60.78,91.34,72.9,46.5,54.82,72.79,71.58,44.43,57.22,25.75,38.76,88.74,55.08395,40.44891,Good
Amsterdam,Netherlands,65.51,82.93,80.46,90.09,90.65,106.42,51.62,35.62,60.83,68.59,62.24,56.64,35.62957,-62.03038,Good
Paris,France,47.0,94.88,94.91,41.11,50.81,64.51,65.1,82.53,32.63,53.9,40.99,64.12,40.6961,8.36667,Moderate
Singapore,Singapore,56.67,56.04,91.32,65.36,43.11,45.15,57.62,25.3,77.03,85.19,38.2,61.01,38.94281,120.44674,Moderate
Doha,Qatar,56.16,81.03,75.34,48.25,42.54,105.28,21.75,59.23,93.87,42.63,90.62,59.1,29.36744,90.97706,Moderate
Seoul,South Korea,58.49,59.12,63.17,37.34,57.5,79.4,59.16,42.46,90.93,93.67,69.32,80.39,58.4815,-39.35471,Moderate
Copenhagen,Denmark,55.47,63.79,74.99,37.16,65.85,47.03,31.51,13.29,34.78,67.96,72.87,64.24,38.55525,135.30011,Moderate
Lahore,Pakistan,53.87,72.65,83.21,45.51,103.94,94.83,53.35,37.78,85.65,80.55,56.12,50.59,55.51185,62.78441,Moderate
Barcelona,Spain,49.37,87.42,46.51,87.01,36.39,76.0,35.46,31.22,72.84,30.99,89.08,46.78,30.81682,-108.45092,Moderate
Doha,Qatar,45.33,94.05,62.54,51.95,94.82,84.39,74.86,64.89,54.04,37.84,71.47,32.45,43.72335,-115.68241,Moderate
Dubai,UAE,64.41,81.1,86.19,92.03,75.49,71.48,30.81,85.9,60.55,78.09,80.0,67.91,24.86261,-80.37189,Good
Singapore,Singapore,46.9,60.07,61.11,69.9,52.35,104.58,31.75,31.44,83.72,26.54,53.96,44.95,51.51194,67.88181,Moderate
Melbourne,Australia,56.08,60.28,71.45,61.2,71.82,104.66,70.84,74.92,56.01,82.18,92.4,39.63,44.9129,-76.30918,Moderate
Vancouver,Canada,50.49,79.25,72.33,69.81,53.49,93.84,16.48,14.43,47.99,25.98,83.33,72.5,46.52123,10.54399,Moderate
Istanbul,Turkey,50.91,49.33,50.15,66.0,81.63,39.49,56.8,53.05,56.99,71.0,85.51,74.28,25.86195,-100.28607,Moderate
Sydney,Australia,54.29,41.63,59.92,80.53,66.22,105.5,58.52,15.64,63.43,50.56,41.19,78.89,31.59738,119.03483,Moderate
Karachi,Pakistan,36.4,56.28,58.4,51.95,40.62,90.39,65.18,84.72,34.18,67.8,47.61,62.73,26.67591,-33.85044,Poor
Istanbul,Turkey,49.41,52.23,41.44,56.18,36.08,92.73,73.47,71.31,87.57,73.72,48.57,88.11,34.40092,115.65499,Moderate
Lahore,Pakistan,56.71,52.78,41.33,88.65,76.94,62.67,73.54,62.64,70.56,48.97,47.61,90.86,46.5878,125.39205,Moderate
Berlin,Germany,54.97,49.02,85.74,91.79,110.73,109.14,18.92,75.91,67.5,32.56,85.6,82.48,44.3827,-123.37591,Moderate
Kuala Lumpur,Malaysia,31.49,37.53,55.02,88.55,57.68,95.28,64.31,61.8,27.46,29.88,32.07,71.31,46.03739,-2.00418,Poor
Lahore,Pakistan,41.98,36.07,68.49,60.17,94.64,40.13,53.78,87.52,65.31,66.23,34.95,49.74,43.77305,-118.46615,Moderate
Toronto,Canada,46.34,94.26,56.43,81.82,87.57,66.7,53.84,67.12,29.07,61.45,47.8,93.89,33.82904,115.80358,Moderate
Chicago,USA,46.61,60.67,91.74,63.58,113.5,109.77,22.7,83.97,25.9,76.95,42.99,47.82,32.80227,12.378,Moderate
Kuala Lumpur,Malaysia,52.67,58.06,54.26,64.85,102.99,34.25,54.01,51.37,59.55,60.68,45.07,43.17,28.93415,-105.13984,Moderate
Vienna,Austria,54.07,75.78,63.63,47.28,78.83,116.53,73.95,19.37,50.21,54.57,81.87,58.74,54.56655,-95.77667,Moderate
Vienna,Austria,51.01,48.1,88.0,70.47,87.42,91.12,69.71,52.25,64.16,52.87,66.6,33.69,46.19326,-23.37011,Moderate
Seoul,South Korea,51.51,92.0,86.31,46.17,110.35,86.82,41.35,20.15,26.69,26.85,30.38,93.6,30.7144,124.16206,Moderate
Zurich,Switzerland,48.52,82.18,50.24,54.89,62.95,54.35,17.4,57.4,52.32,48.49,57.91,68.25,30.37954,58.62093,Moderate
Bangkok,Thailand,57.79,40.36,84.15,86.3,56.05,52.39,36.74,48.6,33.11,93.32,56.51,66.2,55.42928,104.919,Moderate
Dubai,UAE,47.23,60.05,65.2,47.42,26.03,114.79,64.58,59.81,94.03,86.15,37.41,72.63,50.73831,-27.88899,Moderate
Barcelona,Spain,61.58,87.75,66.56,39.27,103.52,56.84,57.09,10.8,62.09,48.06,73.95,62.31,47.73837,-113.54837,Good
Singapore,Singapore,58.3,91.68,47.34,39.14,101.09,99.8,42.56,25.59,71.56,66.15,75.64,32.08,38.64711,133.19417,Moderate
Kuala Lumpur,Malaysia,60.75,63.04,44.43,91.45,34.92,65.38,18.31,49.31,44.41,84.31,76.86,69.8,33.43112,-120.44916,Good
Vienna,Austria,55.29,71.8,80.04,65.42,79.8,42.53,40.61,86.04,27.11,55.89,77.35,76.55,59.26023,126.12769,Moderate
Dubai,UAE,42.05,45.02,67.31,59.56,69.08,30.96,43.14,40.69,93.19,26.26,30.0,57.09,52.70062,-27.30048,Moderate
London,UK,48.53,94.47,64.03,83.65,36.28,78.98,70.71,43.95,41.47,30.22,92.0,79.22,34.86405,-122.32604,Moderate
Berlin,Germany,54.74,48.9,80.12,85.15,118.15,117.82,53.47,67.18,51.79,60.73,82.92,44.76,54.51233,57.62667,Moderate
Bangkok,Thailand,63.57,91.56,82.1,54.93,45.4,63.22,33.7,58.3,68.74,92.86,88.76,44.38,51.32155,134.84318,Good
Lahore,Pakistan,39.94,73.98,48.74,76.62,31.39,62.15,46.52,33.91,21.85,73.52,31.02,40.49,34.6949,130.89082,Poor
Copenhagen,Denmark,65.77,71.46,73.56,81.27,81.51,60.97,18.96,42.87,80.77,29.96,90.7,54.18,39.3559,-82.35169,Good
Chicago,USA,55.79,65.76,47.44,74.28,95.19,76.85,73.35,27.42,60.24,38.26,82.64,85.06,30.69432,-76.96933,Moderate
Dubai,UAE,47.45,48.84,81.33,44.1,28.08,69.66,36.6,87.28,40.87,78.99,84.42,83.81,27.99789,24.86781,Moderate
Istanbul,Turkey,52.25,45.59,76.13,87.55,87.58,109.19,43.67,20.45,24.62,83.9,36.06,54.88,50.01943,43.88578,Moderate
Berlin,Germany,52.43,48.23,92.61,67.35,75.57,75.5,36.32,39.75,32.19,68.24,78.02,68.29,33.63043,70.94575,Moderate
Bangkok,Thailand,62.2,46.19,43.79,51.95,34.81,75.7,55.95,12.07,87.13,70.11,92.39,76.85,53.52214,-77.02165,Good
Tokyo,Japan,46.47,81.78,43.14,60.51,41.39,42.45,54.73,27.74,71.45,26.98,74.11,45.68,59.84191,129.13688,Moderate
Berlin,Germany,43.34,56.01,55.52,37.25,78.96,118.45,57.92,72.44,38.74,83.0,67.09,40.93,26.75831,44.2659,Moderate
Seoul,South Korea,56.33,38.47,54.39,42.67,53.15,52.5,31.09,26.09,24.92,80.18,91.47,93.19,41.02926,99.46743,Moderate
Sydney,Australia,61.03,93.15,53.58,80.93,114.14,36.6,33.94,16.41,71.8,43.13,58.79,70.14,52.87425,18.11741,Good
Tokyo,Japan,65.18,88.03,89.84,35.0,102.78,89.68,22.52,47.96,62.93,74.61,68.95,93.79,52.40223,-15.21664,Good
Doha,Qatar,60.75,90.67,53.73,59.99,118.44,83.58,54.33,10.8,50.34,40.04,60.96,51.95,51.3599,133.95347,Good
Berlin,Germany,63.19,94.69,54.96,66.35,49.67,67.36,17.39,16.78,47.27,27.82,90.64,75.7,36.56382,29.26216,Good
Chicago,USA,36.67,45.43,81.77,38.28,117.12,68.0,50.86,74.61,36.26,39.08,34.95,44.47,40.33872,104.7215,Poor
Dubai,UAE,42.82,58.77,64.74,93.38,65.97,100.66,67.18,71.72,70.22,37.5,62.57,46.98,45.41886,127.62249,Moderate
Dubai,UAE,59.66,80.49,82.72,48.57,58.01,47.61,68.45,83.21,92.8,48.64,74.65,63.27,59.06186,53.96898,Moderate
Kuala Lumpur,Malaysia,44.33,76.76,43.6,53.25,29.78,103.82,41.94,78.36,33.18,54.29,81.47,50.78,35.7917,20.46875,Moderate
London,UK,37.15,44.23,66.82,53.24,30.01,88.39,42.56,64.65,64.78,60.6,67.9,40.9,57.23318,-124.06962,Poor
Amsterdam,Netherlands,53.82,83.95,41.85,48.82,90.74,67.71,19.62,14.19,51.81,58.37,89.08,47.09,33.69685,-114.3948,Moderate
Vienna,Austria,38.74,48.47,43.45,35.09,68.5,71.22,55.25,72.63,53.5,43.95,91.23,32.32,59.60668,-71.77443,Poor
Berlin,Germany,40.94,48.43,89.85,78.76,46.52,53.1,64.28,77.64,39.06,27.04,34.18,75.79,48.12949,-75.70777,Moderate
Lahore,Pakistan,54.68,67.22,47.66,93.01,83.33,97.69,29.68,73.93,81.89,67.36,56.15,61.99,40.68641,-57.48892,Moderate
Vancouver,Canada,45.37,70.58,69.28,48.46,49.02,76.16,40.28,50.68,56.39,52.7,31.52,36.13,46.08206,-44.19232,Moderate
Bangkok,Thailand,47.75,69.81,62.61,74.78,79.88,58.88,65.33,28.63,60.76,45.91,51.41,41.16,33.81112,-29.58264,Moderate
Berlin,Germany,33.07,40.49,59.1,79.51,59.12,83.64,67.63,77.63,42.86,85.69,64.9,36.66,33.87026,-13.55751,Poor
Amsterdam,Netherlands,61.88,87.65,89.49,85.91,103.24,119.62,29.59,68.17,33.64,77.27,89.2,69.82,28.08796,-98.80042,Good
Zurich,Switzerland,43.62,50.94,41.2,60.36,102.97,69.17,48.03,88.46,26.44,85.04,85.03,36.12,28.10581,-113.77409,Moderate
Doha,Qatar,50.72,42.77,76.51,53.18,70.35,112.86,26.55,22.46,73.56,59.65,38.29,79.03,36.51618,53.59528,Moderate
Vancouver,Canada,43.61,88.32,92.99,54.52,58.33,61.05,21.11,28.05,34.72,34.17,36.05,31.33,51.4628,17.39373,Moderate
Istanbul,Turkey,56.04,92.34,70.81,77.76,59.44,34.93,69.67,26.94,71.76,73.74,68.3,46.21,45.88696,-7.30179,Moderate
Vienna,Austria,57.23,86.73,91.53,84.01,101.54,48.38,64.23,73.4,49.28,39.43,64.59,87.89,27.69304,43.12658,Moderate
Karachi,Pakistan,52.78,83.57,42.87,45.9,56.18,67.68,60.6,24.95,51.18,55.89,47.31,76.7,54.68051,94.33504,Moderate
Berlin,Germany,57.56,74.31,63.03,57.26,44.86,49.77,17.93,15.33,55.19,29.55,88.46,34.74,45.64923,-11.66138,Moderate
Singapore,Singapore,58.66,68.05,54.31,89.12,33.05,30.02,65.62,89.88,47.58,82.77,90.28,83.37,58.5908,44.89666,Moderate
Amsterdam,Netherlands,40.99,40.22,80.2,83.4,69.34,112.35,41.28,11.99,27.55,33.82,56.17,62.05,48.12668,127.69664,Moderate
Dubai,UAE,56.35,59.51,93.97,94.09,70.8,105.95,35.54,76.82,43.22,88.22,87.87,85.04,30.3063,97.50049,Moderate
Karachi,Pakistan,60.71,57.36,54.11,80.25,104.89,96.81,47.79,39.23,69.78,85.5,54.96,69.05,41.0562,-12.10979,Good
Dubai,UAE,55.35,50.59,75.98,58.59,46.02,45.1,20.48,77.33,69.93,57.52,77.89,74.32,47.34591,45.84996,Moderate
Lahore,Pakistan,56.66,78.41,50.9,70.44,61.19,40.83,60.4,54.37,41.47,77.11,60.94,94.58,25.01753,-78.07621,Moderate
Zurich,Switzerland,41.95,64.75,71.09,74.66,101.8,36.08,49.95,82.13,54.51,68.36,37.97,45.1,24.53677,23.53838,Moderate
Sydney,Australia,44.54,39.86,65.52,39.71,103.24,95.16,26.2,84.1,34.51,81.22,90.32,70.56,28.65851,135.052,Moderate
Doha,Qatar,50.6,48.21,93.46,67.67,61.54,113.59,26.29,10.73,35.78,55.23,59.52,59.92,33.05992,12.35351,Moderate
Karachi,Pakistan,58.78,76.0,73.47,77.56,68.62,68.75,26.05,16.03,21.73,80.01,77.74,32.56,39.46377,120.82415,Moderate
Chicago,USA,51.74,39.57,59.22,45.04,53.81,40.72,18.42,30.03,87.26,57.37,53.87,30.94,41.54786,-17.05625,Moderate
Melbourne,Australia,51.95,86.07,46.28,81.84,113.59,76.12,50.27,63.55,35.8,90.87,31.23,37.75,28.96899,139.69388,Moderate
Copenhagen,Denmark,39.33,64.71,48.32,70.03,36.27,61.39,65.42,81.06,37.07,59.05,36.53,72.19,48.2421,28.49331,Poor
Vienna,Austria,56.82,63.84,52.39,92.13,113.71,63.73,16.05,46.8,40.97,57.38,62.25,66.87,45.46097,-113.79872,Moderate
Vienna,Austria,53.8,70.54,53.8,37.55,89.97,85.92,17.94,58.56,29.56,79.96,74.85,65.97,34.60071,30.49002,Moderate
Istanbul,Turkey,60.09,84.48,86.78,50.92,75.5,94.68,49.37,25.08,67.94,82.51,51.76,32.07,24.49176,-52.23824,Good
New York,USA,42.76,55.87,70.87,71.09,28.1,39.95,64.17,74.4,25.64,63.81,75.21,60.5,26.79532,-116.39245,Moderate
Berlin,Germany,47.34,75.68,68.79,52.79,70.18,33.2,34.6,87.39,30.07,37.59,75.41,90.1,38.10101,92.52613,Moderate
Chicago,USA,54.43,68.94,46.31,77.87,63.74,119.49,35.98,31.49,68.36,57.74,75.76,55.84,29.54308,-51.93165,Moderate
Copenhagen,Denmark,57.09,51.02,87.31,80.54,40.32,50.95,50.78,49.59,45.47,92.77,62.01,70.62,37.56551,86.08537,Moderate
Vienna,Austria,73.63,87.72,79.75,41.15,87.36,34.84,31.45,16.89,73.1,77.71,89.47,80.69,46.61457,-48.62234,Good
Vienna,Austria,65.98,82.85,43.72,65.83,117.26,47.09,16.6,54.73,61.81,81.78,61.8,80.96,43.70055,-73.50352,Good
Barcelona,Spain,54.16,74.51,78.93,65.53,78.41,33.51,59.11,50.22,39.2,27.3,59.27,63.75,32.32233,133.09293,Moderate
Vancouver,Canada,62.47,86.03,69.89,57.16,92.9,65.26,52.54,21.55,68.81,57.75,42.96,85.77,36.37761,-29.16399,Good
New York,USA,43.89,87.04,44.49,90.98,31.5,102.22,49.85,45.37,28.72,70.26,50.0,55.44,46.10512,34.3647,Moderate
Chicago,USA,62.66,77.5,65.21,84.65,64.68,60.71,59.5,36.73,60.23,83.1,32.75,87.77,54.99078,36.6451,Good
Singapore,Singapore,42.11,85.22,66.66,76.83,36.05,69.98,55.51,51.75,52.79,28.45,71.18,45.61,51.11568,23.52547,Moderate
Chicago,USA,47.24,76.85,49.12,77.86,83.22,90.8,27.35,56.85,40.09,84.67,46.15,48.21,43.9224,117.39437,Moderate
Tokyo,Japan,63.44,75.81,92.01,62.7,114.16,75.8,36.15,10.68,65.3,63.39,49.77,33.45,37.04255,53.72688,Good
Zurich,Switzerland,65.42,72.12,86.75,90.26,87.87,107.53,22.57,70.88,85.35,38.81,80.1,81.71,37.14185,-18.01075,Good
Istanbul,Turkey,49.96,80.16,76.8,76.68,32.3,107.94,22.79,67.04,94.92,47.21,51.27,57.11,55.65902,103.5308,Moderate
Melbourne,Australia,44.58,44.52,65.43,78.74,58.69,30.89,55.57,39.3,65.58,44.74,45.74,44.89,25.41277,-77.01833,Moderate
Copenhagen,Denmark,51.87,87.85,62.65,86.7,77.31,100.02,66.52,14.23,50.35,62.16,40.99,45.07,59.56738,19.22274,Moderate
Lahore,Pakistan,46.49,87.31,75.8,51.44,63.3,71.47,72.76,70.39,36.89,28.62,80.37,88.59,47.91751,126.89585,Moderate
Sydney,Australia,42.75,36.75,70.0,83.42,104.2,119.0,52.7,86.41,39.28,36.1,38.43,84.2,48.52096,40.73037,Moderate
Barcelona,Spain,62.59,84.55,43.43,46.71,102.39,73.49,26.05,29.21,55.96,81.89,59.49,65.98,25.36792,91.49664,Good
Vancouver,Canada,45.15,42.73,68.19,55.72,83.12,118.82,21.34,35.88,47.55,34.28,62.95,70.05,45.79905,48.19359,Moderate
Zurich,Switzerland,52.36,55.11,84.35,55.14,60.48,97.91,63.77,24.71,88.54,41.34,74.68,60.83,41.45201,97.43328,Moderate
Istanbul,Turkey,48.53,79.61,65.26,93.71,49.26,52.37,49.73,56.15,47.62,56.74,71.16,55.46,27.80804,125.28929,Moderate
Toronto,Canada,56.4,44.65,42.86,86.39,35.06,78.46,52.1,22.39,48.01,61.2,82.7,89.51,34.00519,-52.67574,Moderate
London,UK,53.49,84.08,83.25,77.07,58.72,119.29,61.89,38.5,48.77,78.45,32.91,38.16,56.05132,-80.03981,Moderate
Amsterdam,Netherlands,49.48,84.93,51.08,78.62,64.25,107.18,57.2,65.76,82.75,56.31,49.27,57.2,43.79958,3.25755,Moderate
Kuala Lumpur,Malaysia,56.86,65.45,54.22,68.72,89.2,38.76,65.07,54.81,68.81,80.29,48.21,52.4,38.883,60.99354,Moderate
Melbourne,Australia,50.15,35.38,49.06,91.83,87.53,93.57,18.37,40.92,66.06,68.28,39.49,62.38,26.61656,-64.79432,Moderate
Singapore,Singapore,36.89,52.22,58.16,64.78,31.66,61.1,59.85,43.62,45.06,32.92,48.8,59.75,49.70837,-123.91312,Poor
New York,USA,54.38,72.02,81.62,57.83,62.55,30.63,66.05,54.97,81.34,35.94,50.13,63.73,49.30263,-34.12219,Moderate
Karachi,Pakistan,47.09,93.87,68.57,44.78,42.27,66.31,32.17,10.47,22.88,55.59,63.92,39.09,46.10557,131.74772,Moderate
Amsterdam,Netherlands,58.05,72.91,51.27,82.17,39.9,51.13,53.43,16.28,85.31,52.78,73.14,63.35,42.36946,59.16638,Moderate
Kuala Lumpur,Malaysia,53.1,50.59,88.28,79.07,103.59,103.7,33.85,80.5,58.46,77.05,54.77,45.76,39.61624,-18.64876,Moderate
Amsterdam,Netherlands,51.35,73.04,88.38,58.06,28.98,60.36,72.48,16.23,49.87,65.65,76.77,41.98,45.35776,-73.96733,Moderate
Vancouver,Canada,48.28,67.4,87.88,36.51,64.82,104.48,17.01,66.54,57.29,52.17,51.85,34.21,32.40224,-30.63624,Moderate
Berlin,Germany,57.54,81.79,53.13,85.34,40.98,30.05,49.79,83.6,70.06,36.95,48.87,79.57,57.88533,-79.99255,Moderate
Toronto,Canada,39.92,41.42,64.82,35.69,108.54,57.7,24.99,31.65,20.96,40.88,65.18,57.78,45.1966,-96.82896,Poor
Karachi,Pakistan,56.7,80.66,94.17,77.22,77.92,51.7,57.73,39.64,85.37,65.29,31.54,70.73,35.20293,115.28673,Moderate
Copenhagen,Denmark,45.9,67.48,82.46,93.22,46.98,51.02,25.55,55.51,53.51,54.64,35.19,77.29,40.18847,139.37734,Moderate
Sydney,Australia,51.62,92.78,41.49,61.26,72.73,36.14,29.12,80.54,45.72,61.04,57.17,74.16,53.00465,-81.50967,Moderate
Copenhagen,Denmark,38.55,55.51,43.59,49.1,94.49,46.84,44.66,85.35,30.37,36.95,91.29,60.58,29.81818,-110.55152,Poor
Dubai,UAE,57.05,72.96,65.52,77.29,116.02,80.0,69.89,69.17,52.96,71.4,76.9,55.21,34.54208,-37.62126,Moderate
Amsterdam,Netherlands,64.64,90.92,90.01,84.03,45.94,56.22,27.7,16.93,57.22,84.68,35.73,54.44,48.46229,-2.66032,Good
Melbourne,Australia,45.58,41.15,69.63,67.79,109.19,67.57,23.65,63.53,50.27,43.06,85.01,71.6,35.35761,-70.72237,Moderate
Sydney,Australia,59.76,91.23,67.38,93.02,113.76,63.92,60.54,42.82,70.9,59.41,77.6,62.16,52.53006,-45.1224,Moderate
London,UK,59.11,76.27,45.8,38.1,112.06,108.83,45.04,47.66,51.57,93.29,69.71,85.19,28.69633,-71.76926,Moderate
Karachi,Pakistan,59.52,39.07,76.12,65.29,85.36,111.48,69.71,13.93,92.11,48.33,83.32,86.86,51.4567,80.17905,Moderate
Lahore,Pakistan,56.08,53.06,85.22,78.11,84.83,74.37,23.8,25.28,64.95,66.65,56.27,41.09,26.46066,63.83315,Moderate
Berlin,Germany,41.38,77.49,60.92,86.76,63.31,59.71,53.76,73.24,80.56,31.31,44.4,38.86,24.45333,43.26215,Moderate
Chicago,USA,51.52,39.04,82.66,45.76,96.48,39.61,28.97,46.32,28.2,67.42,63.28,70.98,56.33605,-22.38727,Moderate
Sydney,Australia,58.61,69.93,93.05,83.0,75.47,115.81,24.41,34.13,49.8,31.27,65.67,49.58,44.92821,115.89585,Moderate
Lahore,Pakistan,52.91,55.75,51.21,68.16,89.36,35.42,56.01,40.72,45.26,92.15,64.99,31.21,36.66577,131.92612,Moderate
Singapore,Singapore,52.69,72.25,68.78,58.79,65.7,56.79,50.62,78.35,62.71,75.1,66.73,87.76,32.37341,-78.98558,Moderate
Lahore,Pakistan,52.26,37.74,55.79,42.9,94.49,56.83,60.29,69.92,84.58,80.17,91.67,44.75,46.20789,-65.90165,Moderate
Copenhagen,Denmark,63.58,87.29,83.61,86.92,103.32,58.84,33.57,31.79,25.88,74.29,88.65,90.4,42.32408,14.29222,Good
Toronto,Canada,62.0,93.41,71.77,44.44,38.91,44.79,41.88,19.4,25.44,66.28,86.92,76.63,59.69752,-100.8186,Good
Sydney,Australia,69.1,93.13,74.9,53.59,104.13,100.48,39.33,30.16,83.77,56.49,82.09,79.57,59.39578,-9.34117,Good
Sydney,Australia,46.48,79.98,83.89,52.4,76.33,41.02,74.05,83.66,35.96,85.09,91.32,43.09,46.86088,29.17469,Moderate
